movieNm,actCd,actNm,actRl,act_viewer,act_point
씽,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
공각기동대 : 고스트 인 더 쉘,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
어벤져스: 인피니티 워,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
개들의 섬,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
"헤일, 시저!",10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
정글북,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
씽,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
공각기동대 : 고스트 인 더 쉘,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
어벤져스: 인피니티 워,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
개들의 섬,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
"헤일, 시저!",10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
정글북,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
씽,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
공각기동대 : 고스트 인 더 쉘,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
어벤져스: 인피니티 워,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
개들의 섬,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
"헤일, 시저!",10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
정글북,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
씽,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
공각기동대 : 고스트 인 더 쉘,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
어벤져스: 인피니티 워,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
개들의 섬,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
"헤일, 시저!",10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
정글북,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
씽,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
공각기동대 : 고스트 인 더 쉘,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
어벤져스: 인피니티 워,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
개들의 섬,10038163,스칼렛 요한슨,배우,2220039.269230769,7.702173913043477
"헤일, 시저!",10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
쿠보와 전설의 악기,10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
레고 배트맨 무비,10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
"헤일, 시저!",10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
쿠보와 전설의 악기,10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
레고 배트맨 무비,10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
"헤일, 시저!",10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
쿠보와 전설의 악기,10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
레고 배트맨 무비,10014377,랄프 파인즈,배우,227585.6111111111,7.652777777777778
"헤일, 시저!",10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
닥터 스트레인지,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
옥자,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
개들의 섬,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
"헤일, 시저!",10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
닥터 스트레인지,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
옥자,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
개들의 섬,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
"헤일, 시저!",10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
닥터 스트레인지,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
옥자,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
개들의 섬,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
"헤일, 시저!",10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
닥터 스트레인지,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
옥자,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
개들의 섬,10081721,틸다 스윈튼,배우,1083021.7333333334,7.492000000000001
"헤일, 시저!",10049117,엘든 이렌리치,배우,148490.5,7.865
한 솔로: 스타워즈 스토리,10049117,엘든 이렌리치,배우,148490.5,7.865
"헤일, 시저!",10049117,엘든 이렌리치,배우,148490.5,7.865
한 솔로: 스타워즈 스토리,10049117,엘든 이렌리치,배우,148490.5,7.865
"헤일, 시저!",10065292,조나 힐,배우,982335.75,8.522
대배우,10050151,오달수,배우,3332171.263157895,7.605882352941173
국가대표 2,10050151,오달수,배우,3332171.263157895,7.605882352941173
터널,10050151,오달수,배우,3332171.263157895,7.605882352941173
살인자의 기억법,10050151,오달수,배우,3332171.263157895,7.605882352941173
조선명탐정: 흡혈괴마의 비밀,10050151,오달수,배우,3332171.263157895,7.605882352941173
대배우,10050151,오달수,배우,3332171.263157895,7.605882352941173
국가대표 2,10050151,오달수,배우,3332171.263157895,7.605882352941173
터널,10050151,오달수,배우,3332171.263157895,7.605882352941173
살인자의 기억법,10050151,오달수,배우,3332171.263157895,7.605882352941173
조선명탐정: 흡혈괴마의 비밀,10050151,오달수,배우,3332171.263157895,7.605882352941173
대배우,10050151,오달수,배우,3332171.263157895,7.605882352941173
국가대표 2,10050151,오달수,배우,3332171.263157895,7.605882352941173
터널,10050151,오달수,배우,3332171.263157895,7.605882352941173
살인자의 기억법,10050151,오달수,배우,3332171.263157895,7.605882352941173
조선명탐정: 흡혈괴마의 비밀,10050151,오달수,배우,3332171.263157895,7.605882352941173
대배우,10050151,오달수,배우,3332171.263157895,7.605882352941173
국가대표 2,10050151,오달수,배우,3332171.263157895,7.605882352941173
터널,10050151,오달수,배우,3332171.263157895,7.605882352941173
살인자의 기억법,10050151,오달수,배우,3332171.263157895,7.605882352941173
조선명탐정: 흡혈괴마의 비밀,10050151,오달수,배우,3332171.263157895,7.605882352941173
대배우,10050151,오달수,배우,3332171.263157895,7.605882352941173
국가대표 2,10050151,오달수,배우,3332171.263157895,7.605882352941173
터널,10050151,오달수,배우,3332171.263157895,7.605882352941173
살인자의 기억법,10050151,오달수,배우,3332171.263157895,7.605882352941173
조선명탐정: 흡혈괴마의 비밀,10050151,오달수,배우,3332171.263157895,7.605882352941173
대배우,10054755,이경영,배우,1785438.0,7.095909091
게이트,10054755,이경영,배우,1785438.0,7.095909091
머니백,10054755,이경영,배우,1785438.0,7.095909091
물괴,10054755,이경영,배우,1785438.0,7.095909091
대배우,10054755,이경영,배우,1785438.0,7.095909091
게이트,10054755,이경영,배우,1785438.0,7.095909091
머니백,10054755,이경영,배우,1785438.0,7.095909091
물괴,10054755,이경영,배우,1785438.0,7.095909091
대배우,10054755,이경영,배우,1785438.0,7.095909091
게이트,10054755,이경영,배우,1785438.0,7.095909091
머니백,10054755,이경영,배우,1785438.0,7.095909091
물괴,10054755,이경영,배우,1785438.0,7.095909091
대배우,10054755,이경영,배우,1785438.0,7.095909091
게이트,10054755,이경영,배우,1785438.0,7.095909091
머니백,10054755,이경영,배우,1785438.0,7.095909091
물괴,10054755,이경영,배우,1785438.0,7.095909091
나의 그리스식 웨딩 2,10008482,니아 발다로스,배우,30970.66666666667,6.922499999999999
나의 그리스식 웨딩 2,10049165,엘레나 캠푸리스,배우,36436.0,7.42
포레스트: 죽음의 숲,10007320,나탈리 도머,배우,50631.0,5.05
포레스트: 죽음의 숲,20233246,테일러 키니,배우,50631.0,5.05
마음이 외치고 싶어해,20293001,미나세 이노리,배우,21650.0,7.28
마음이 외치고 싶어해,20293001,미나세 이노리,배우,21650.0,7.28
미스컨덕트,10066254,조쉬 더하멜,배우,404869.90909090906,7.0683333333333325
트랜스포머: 최후의 기사,10066254,조쉬 더하멜,배우,404869.90909090906,7.0683333333333325
미스컨덕트,10066254,조쉬 더하멜,배우,404869.90909090906,7.0683333333333325
트랜스포머: 최후의 기사,10066254,조쉬 더하멜,배우,404869.90909090906,7.0683333333333325
미스컨덕트,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
아우토반,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
트랜스포머: 최후의 기사,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
미스컨덕트,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
아우토반,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
트랜스포머: 최후의 기사,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
미스컨덕트,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
아우토반,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
트랜스포머: 최후의 기사,10043531,안소니 홉킨스,배우,561132.375,7.575161290322579
미스컨덕트,10044051,알 파치노,배우,65270.157894736825,7.769230769230767
미스컨덕트,10055626,이병헌,배우,2190795.285714286,7.530384615384616
매그니피센트 7,10055626,이병헌,배우,2190795.285714286,7.530384615384616
마스터,10055626,이병헌,배우,2190795.285714286,7.530384615384616
싱글라이더,10055626,이병헌,배우,2190795.285714286,7.530384615384616
남한산성,10055626,이병헌,배우,2190795.285714286,7.530384615384616
그것만이 내 세상,10055626,이병헌,배우,2190795.285714286,7.530384615384616
미스컨덕트,10055626,이병헌,배우,2190795.285714286,7.530384615384616
매그니피센트 7,10055626,이병헌,배우,2190795.285714286,7.530384615384616
마스터,10055626,이병헌,배우,2190795.285714286,7.530384615384616
싱글라이더,10055626,이병헌,배우,2190795.285714286,7.530384615384616
남한산성,10055626,이병헌,배우,2190795.285714286,7.530384615384616
그것만이 내 세상,10055626,이병헌,배우,2190795.285714286,7.530384615384616
미스컨덕트,10055626,이병헌,배우,2190795.285714286,7.530384615384616
매그니피센트 7,10055626,이병헌,배우,2190795.285714286,7.530384615384616
마스터,10055626,이병헌,배우,2190795.285714286,7.530384615384616
싱글라이더,10055626,이병헌,배우,2190795.285714286,7.530384615384616
남한산성,10055626,이병헌,배우,2190795.285714286,7.530384615384616
그것만이 내 세상,10055626,이병헌,배우,2190795.285714286,7.530384615384616
미스컨덕트,10055626,이병헌,배우,2190795.285714286,7.530384615384616
매그니피센트 7,10055626,이병헌,배우,2190795.285714286,7.530384615384616
마스터,10055626,이병헌,배우,2190795.285714286,7.530384615384616
싱글라이더,10055626,이병헌,배우,2190795.285714286,7.530384615384616
남한산성,10055626,이병헌,배우,2190795.285714286,7.530384615384616
그것만이 내 세상,10055626,이병헌,배우,2190795.285714286,7.530384615384616
미스컨덕트,10055626,이병헌,배우,2190795.285714286,7.530384615384616
매그니피센트 7,10055626,이병헌,배우,2190795.285714286,7.530384615384616
마스터,10055626,이병헌,배우,2190795.285714286,7.530384615384616
싱글라이더,10055626,이병헌,배우,2190795.285714286,7.530384615384616
남한산성,10055626,이병헌,배우,2190795.285714286,7.530384615384616
그것만이 내 세상,10055626,이병헌,배우,2190795.285714286,7.530384615384616
미스컨덕트,10055626,이병헌,배우,2190795.285714286,7.530384615384616
매그니피센트 7,10055626,이병헌,배우,2190795.285714286,7.530384615384616
마스터,10055626,이병헌,배우,2190795.285714286,7.530384615384616
싱글라이더,10055626,이병헌,배우,2190795.285714286,7.530384615384616
남한산성,10055626,이병헌,배우,2190795.285714286,7.530384615384616
그것만이 내 세상,10055626,이병헌,배우,2190795.285714286,7.530384615384616
"날, 보러와요",20066563,강예원,배우,804593.3,6.725999999999999
트릭,20066563,강예원,배우,804593.3,6.725999999999999
비정규직 특수요원,20066563,강예원,배우,804593.3,6.725999999999999
"날, 보러와요",20066563,강예원,배우,804593.3,6.725999999999999
트릭,20066563,강예원,배우,804593.3,6.725999999999999
비정규직 특수요원,20066563,강예원,배우,804593.3,6.725999999999999
"날, 보러와요",20066563,강예원,배우,804593.3,6.725999999999999
트릭,20066563,강예원,배우,804593.3,6.725999999999999
비정규직 특수요원,20066563,강예원,배우,804593.3,6.725999999999999
"날, 보러와요",20177460,이상윤,배우,16626.0,7.705
클로버필드 10번지,10025732,메리 엘리자베스 윈스티드,배우,407301.0,7.18875
클로버필드 10번지,10067536,존 굿맨,배우,487018.5,7.751538461538463
콩: 스컬 아일랜드,10067536,존 굿맨,배우,487018.5,7.751538461538463
클로버필드 10번지,10067536,존 굿맨,배우,487018.5,7.751538461538463
콩: 스컬 아일랜드,10067536,존 굿맨,배우,487018.5,7.751538461538463
클로버필드 10번지,10068635,존 갤러거 주니어,배우,179067.0,8.275
독수리 에디,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
씽,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
킹스맨: 골든 서클,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
후드,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
독수리 에디,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
씽,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
킹스맨: 골든 서클,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
후드,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
독수리 에디,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
씽,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
킹스맨: 골든 서클,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
후드,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
독수리 에디,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
씽,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
킹스맨: 골든 서클,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
후드,10008451,태런 에저튼,배우,1514620.2222222222,7.49625
독수리 에디,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
로건,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
위대한 쇼맨,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
독수리 에디,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
로건,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
위대한 쇼맨,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
독수리 에디,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
로건,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
위대한 쇼맨,10090817,휴 잭맨,배우,933421.5833333336,7.954090909090907
33,10043877,안토니오 반데라스,배우,208149.1481481481,6.473333333333333
33,10015946,로드리고 산토로,배우,438395.75,7.9899999999999975
벤허,10015946,로드리고 산토로,배우,438395.75,7.9899999999999975
33,10015946,로드리고 산토로,배우,438395.75,7.9899999999999975
벤허,10015946,로드리고 산토로,배우,438395.75,7.9899999999999975
33,10069604,줄리엣 비노쉬,배우,36975.5,7.63448275862069
트럼보,10031931,브라이언 크랜스턴,배우,206005.5,6.486666666666667
개들의 섬,10031931,브라이언 크랜스턴,배우,206005.5,6.486666666666667
트럼보,10031931,브라이언 크랜스턴,배우,206005.5,6.486666666666667
개들의 섬,10031931,브라이언 크랜스턴,배우,206005.5,6.486666666666667
트럼보,10009807,다이안 레인,배우,50039.375,7.0492307692307685
파리로 가는 길,10009807,다이안 레인,배우,50039.375,7.0492307692307685
트럼보,10009807,다이안 레인,배우,50039.375,7.0492307692307685
파리로 가는 길,10009807,다이안 레인,배우,50039.375,7.0492307692307685
트럼보,10088888,헬렌 미렌,배우,810556.277777778,6.421111111111111
호두까기 인형과 4개의 왕국,10088888,헬렌 미렌,배우,810556.277777778,6.421111111111111
트럼보,10088888,헬렌 미렌,배우,810556.277777778,6.421111111111111
호두까기 인형과 4개의 왕국,10088888,헬렌 미렌,배우,810556.277777778,6.421111111111111
트럼보,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
발레리나,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
매혹당한 사람들,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
우리의 20세기,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
트럼보,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
발레리나,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
매혹당한 사람들,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
우리의 20세기,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
트럼보,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
발레리나,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
매혹당한 사람들,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
우리의 20세기,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
트럼보,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
발레리나,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
매혹당한 사람들,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
우리의 20세기,10049256,엘르 패닝,배우,230209.23529411765,7.539333333333331
라스트 홈,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
핵소 고지,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
사일런스,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
달링,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
라스트 홈,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
핵소 고지,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
사일런스,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
달링,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
라스트 홈,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
핵소 고지,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
사일런스,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
달링,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
라스트 홈,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
핵소 고지,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
사일런스,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
달링,10045803,앤드류 가필드,배우,913360.5,8.061428571428571
라스트 홈,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
12 솔져스,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
셰이프 오브 워터: 사랑의 모양,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
라스트 홈,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
12 솔져스,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
셰이프 오브 워터: 사랑의 모양,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
라스트 홈,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
12 솔져스,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
셰이프 오브 워터: 사랑의 모양,10023167,마이클 섀넌,배우,142014.83333333337,6.813333333333333
해어화,10087820,한효주,배우,2462138.4545454546,7.268461538461539
골든슬럼버,10087820,한효주,배우,2462138.4545454546,7.268461538461539
인랑,10087820,한효주,배우,2462138.4545454546,7.268461538461539
해어화,10087820,한효주,배우,2462138.4545454546,7.268461538461539
골든슬럼버,10087820,한효주,배우,2462138.4545454546,7.268461538461539
인랑,10087820,한효주,배우,2462138.4545454546,7.268461538461539
해어화,10087820,한효주,배우,2462138.4545454546,7.268461538461539
골든슬럼버,10087820,한효주,배우,2462138.4545454546,7.268461538461539
인랑,10087820,한효주,배우,2462138.4545454546,7.268461538461539
해어화,20133966,천우희,배우,673465.5,6.78
곡성,20133966,천우희,배우,673465.5,6.78
어느날,20133966,천우희,배우,673465.5,6.78
해어화,20133966,천우희,배우,673465.5,6.78
곡성,20133966,천우희,배우,673465.5,6.78
어느날,20133966,천우희,배우,673465.5,6.78
해어화,20133966,천우희,배우,673465.5,6.78
곡성,20133966,천우희,배우,673465.5,6.78
어느날,20133966,천우희,배우,673465.5,6.78
시간이탈자,20121022,조정석,배우,3327873.3,7.2570000000000014
형,20121022,조정석,배우,3327873.3,7.2570000000000014
마약왕,20121022,조정석,배우,3327873.3,7.2570000000000014
시간이탈자,20121022,조정석,배우,3327873.3,7.2570000000000014
형,20121022,조정석,배우,3327873.3,7.2570000000000014
마약왕,20121022,조정석,배우,3327873.3,7.2570000000000014
시간이탈자,20121022,조정석,배우,3327873.3,7.2570000000000014
형,20121022,조정석,배우,3327873.3,7.2570000000000014
마약왕,20121022,조정석,배우,3327873.3,7.2570000000000014
헌츠맨: 윈터스 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
고스트버스터즈,10077282,크리스 헴스워스,배우,4463772.0,7.689375
토르: 라그나로크,10077282,크리스 헴스워스,배우,4463772.0,7.689375
12 솔져스,10077282,크리스 헴스워스,배우,4463772.0,7.689375
어벤져스: 인피니티 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
헌츠맨: 윈터스 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
고스트버스터즈,10077282,크리스 헴스워스,배우,4463772.0,7.689375
토르: 라그나로크,10077282,크리스 헴스워스,배우,4463772.0,7.689375
12 솔져스,10077282,크리스 헴스워스,배우,4463772.0,7.689375
어벤져스: 인피니티 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
헌츠맨: 윈터스 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
고스트버스터즈,10077282,크리스 헴스워스,배우,4463772.0,7.689375
토르: 라그나로크,10077282,크리스 헴스워스,배우,4463772.0,7.689375
12 솔져스,10077282,크리스 헴스워스,배우,4463772.0,7.689375
어벤져스: 인피니티 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
헌츠맨: 윈터스 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
고스트버스터즈,10077282,크리스 헴스워스,배우,4463772.0,7.689375
토르: 라그나로크,10077282,크리스 헴스워스,배우,4463772.0,7.689375
12 솔져스,10077282,크리스 헴스워스,배우,4463772.0,7.689375
어벤져스: 인피니티 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
헌츠맨: 윈터스 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
고스트버스터즈,10077282,크리스 헴스워스,배우,4463772.0,7.689375
토르: 라그나로크,10077282,크리스 헴스워스,배우,4463772.0,7.689375
12 솔져스,10077282,크리스 헴스워스,배우,4463772.0,7.689375
어벤져스: 인피니티 워,10077282,크리스 헴스워스,배우,4463772.0,7.689375
헌츠맨: 윈터스 워,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
걸 온 더 트레인,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
콰이어트 플레이스,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
셜록 놈즈,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
헌츠맨: 윈터스 워,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
걸 온 더 트레인,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
콰이어트 플레이스,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
셜록 놈즈,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
헌츠맨: 윈터스 워,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
걸 온 더 트레인,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
콰이어트 플레이스,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
셜록 놈즈,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
헌츠맨: 윈터스 워,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
걸 온 더 트레인,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
콰이어트 플레이스,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
셜록 놈즈,10048445,에밀리 블런트,배우,497951.4375,7.505714285714285
헌츠맨: 윈터스 워,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
미스 슬로운,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
주키퍼스 와이프,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
헌츠맨: 윈터스 워,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
미스 슬로운,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
주키퍼스 와이프,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
헌츠맨: 윈터스 워,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
미스 슬로운,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
주키퍼스 와이프,20114821,제시카 차스테인,배우,845311.7142857143,7.68842105263158
헌츠맨: 윈터스 워,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
쿠보와 전설의 악기,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
분노의 질주: 더 익스트림,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
아토믹 블론드,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
툴리,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
헌츠맨: 윈터스 워,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
쿠보와 전설의 악기,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
분노의 질주: 더 익스트림,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
아토믹 블론드,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
툴리,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
헌츠맨: 윈터스 워,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
쿠보와 전설의 악기,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
분노의 질주: 더 익스트림,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
아토믹 블론드,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
툴리,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
헌츠맨: 윈터스 워,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
쿠보와 전설의 악기,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
분노의 질주: 더 익스트림,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
아토믹 블론드,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
툴리,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
헌츠맨: 윈터스 워,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
쿠보와 전설의 악기,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
분노의 질주: 더 익스트림,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
아토믹 블론드,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
툴리,10035154,샤를리즈 테론,배우,639969.0,7.97076923076923
마야2,20300117,이소은,배우,38446.0,8.253333332999999
커다랗고 커다랗고 커다란 배,20300117,이소은,배우,38446.0,8.253333332999999
마야2,20300117,이소은,배우,38446.0,8.253333332999999
커다랗고 커다랗고 커다란 배,20300117,이소은,배우,38446.0,8.253333332999999
마야2,20300117,이소은,배우,38446.0,8.253333332999999
커다랗고 커다랗고 커다란 배,20300117,이소은,배우,38446.0,8.253333332999999
마야2,20300117,이소은,배우,38446.0,8.253333332999999
커다랗고 커다랗고 커다란 배,20300117,이소은,배우,38446.0,8.253333332999999
마야2,20300117,이소은,배우,38446.0,8.253333332999999
커다랗고 커다랗고 커다란 배,20300117,이소은,배우,38446.0,8.253333332999999
터닝메카드W: 블랙미러의 부활,20129732,안영미,배우,102995.0,8.354999999999999
터닝메카드W: 블랙미러의 부활,20129732,안영미,배우,102995.0,8.354999999999999
4등,10058031,이항나,배우,39544.0,8.58
4등,20185969,유재상,배우,39544.0,8.58
트리플 9,10073160,치웨텔 에지오포,배우,3296754.1,7.129
시크릿 인 데어 아이즈,10073160,치웨텔 에지오포,배우,3296754.1,7.129
